time,overallAccuracy,sensitivity,specificity,precision,npv,trainingduration
2022-06-14 23:13:18.209165,50.0,0.16666666666666666,0.625,0.14285714285714285,0.6666666666666666,6.545712471008301
2022-06-14 23:13:30.827099,86.36363636363636,0.6666666666666666,0.9375,0.8,0.8823529411764706,4.476788759231567
2022-06-14 23:13:42.516517,72.72727272727273,0.6666666666666666,0.75,0.5,0.8571428571428571,4.476675033569336
2022-06-14 23:13:55.200438,68.18181818181817,0.3333333333333333,0.8125,0.4,0.7647058823529411,4.502972602844238
2022-06-14 23:14:06.925669,72.72727272727273,0.16666666666666666,0.9375,0.5,0.75,4.5134735107421875
2022-06-14 23:14:18.483682,77.27272727272727,0.3333333333333333,0.9375,0.6666666666666666,0.7894736842105263,4.492431640625
2022-06-14 23:14:30.164651,86.36363636363636,0.6666666666666666,0.9375,0.8,0.8823529411764706,4.4754557609558105
2022-06-14 23:14:41.831384,54.54545454545454,0.3333333333333333,0.625,0.25,0.7142857142857143,4.480987548828125
2022-06-14 23:14:53.690340,77.27272727272727,0.5,0.875,0.6,0.8235294117647058,4.623594760894775
2022-06-14 23:15:05.352080,72.72727272727273,0.3333333333333333,0.875,0.5,0.7777777777777778,4.541813850402832
2022-06-14 23:15:16.908947,86.36363636363636,0.8333333333333334,0.875,0.7142857142857143,0.9333333333333333,4.496838331222534
2022-06-14 23:15:28.617984,68.18181818181817,0.3333333333333333,0.8125,0.4,0.7647058823529411,4.532497882843018
2022-06-14 23:15:40.316697,77.27272727272727,0.16666666666666666,1.0,1.0,0.7619047619047619,4.524839878082275
2022-06-14 23:15:52.028187,77.27272727272727,0.5,0.875,0.6,0.8235294117647058,4.512594223022461
2022-06-14 23:16:03.741075,81.81818181818183,0.8333333333333334,0.8125,0.625,0.9285714285714286,4.564752578735352
2022-06-14 23:16:15.382644,77.27272727272727,0.3333333333333333,0.9375,0.6666666666666666,0.7894736842105263,4.488454103469849
2022-06-14 23:16:26.985502,86.36363636363636,0.5,1.0,1.0,0.8421052631578947,4.528645277023315
2022-06-14 23:16:38.686386,81.81818181818183,1.0,0.75,0.6,1.0,4.494518756866455
2022-06-14 23:16:50.618046,63.63636363636363,0.16666666666666666,0.8125,0.25,0.7222222222222222,4.735328435897827
2022-06-14 23:17:03.181709,72.72727272727273,0.6666666666666666,0.75,0.5,0.8571428571428571,4.848001718521118
2022-06-14 23:17:15.417774,81.81818181818183,0.6666666666666666,0.875,0.6666666666666666,0.875,4.751253128051758
2022-06-14 23:17:31.068431,68.18181818181817,0.3333333333333333,0.8125,0.4,0.7647058823529411,6.254233360290527
2022-06-14 23:17:47.621548,72.72727272727273,0.0,1.0,0.0,0.7272727272727273,5.929134845733643
2022-06-14 23:18:04.219964,77.27272727272727,0.3333333333333333,0.9375,0.6666666666666666,0.7894736842105263,6.531039237976074
2022-06-14 23:18:20.416153,72.72727272727273,0.3333333333333333,0.875,0.5,0.7777777777777778,6.03584885597229
2022-06-14 23:18:37.257995,72.72727272727273,0.3333333333333333,0.875,0.5,0.7777777777777778,6.145555019378662
2022-06-14 23:18:54.478337,72.72727272727273,0.8333333333333334,0.6875,0.5,0.9166666666666666,6.025872707366943
2022-06-14 23:19:10.827058,81.81818181818183,0.3333333333333333,1.0,1.0,0.8,5.941101789474487
2022-06-14 23:19:24.531931,77.27272727272727,0.5,0.875,0.6,0.8235294117647058,5.054440975189209
2022-06-14 23:19:36.904862,86.36363636363636,0.8333333333333334,0.875,0.7142857142857143,0.9333333333333333,4.831038475036621
2022-06-18 11:37:55.106438,86.36363636363636,0.8333333333333334,0.875,0.7142857142857143,0.9333333333333333,9.112172365188599
